(1.0,0.7441966704514272)
(1.0,0.7503601758263571)
(1.0,0.7307928797774181)
(1.0,0.7600136494292518)
(1.0,0.7616760344167512)
(1.0,0.7664253959810952)
(1.0,0.7693286161090207)
(1.0,0.7084003413889608)
(1.0,0.7210887427419082)
(1.0,0.7273755999630137)
(1.0,0.7262347847439514)
(1.0,0.7250026225332381)
(0.0,0.5764225555757583)
(1.0,0.5983692308241478)
(1.0,0.647893532769046)
(1.0,0.7342731110349874)
(1.0,0.7317872712446263)
(1.0,0.7274181252015088)
(0.0,0.6956897358542538)
(1.0,0.66978974115555)
(1.0,0.6634005309967661)
(0.0,0.660767816635853)
(1.0,0.6754980727904674)
(0.0,0.602831973902968)
(0.0,0.6016996535994678)
(1.0,0.60390994339974)
(1.0,0.6112797234697641)
(0.0,0.5980894523561573)
(1.0,0.6133265676851883)
(1.0,0.6091240718132038)
(1.0,0.602212274333978)
(1.0,0.5990892677332894)
(1.0,0.6016367337371362)
(0.0,0.5966941063742048)
(1.0,0.6164031935491318)
(1.0,0.6057232924432028)
(1.0,0.6075529610714493)
(1.0,0.5975352358772082)
(1.0,0.6047721499948943)
(1.0,0.5990235386971462)
(1.0,0.6171777661075962)
(1.0,0.6046365625288295)
(1.0,0.6060213524919182)
(1.0,0.6080453795910984)
(1.0,0.5994845801194215)
(1.0,0.6083579196961173)
(1.0,0.6153652565670393)
(1.0,0.6095254533685823)
(1.0,0.60637857800868)
(1.0,0.6032943497982167)
(0.0,0.596035597341083)
(0.0,0.6101053496377934)
(1.0,0.6108990619203183)
(1.0,0.605589446916214)
(1.0,0.6047557555304621)
(1.0,0.6071901631617569)
(1.0,0.6085859065569355)
(1.0,0.6018686352306409)
(1.0,0.6084235113816874)
(1.0,0.610371899409008)
(1.0,0.6039869044669925)
(0.0,0.5986126378221265)
(1.0,0.6204343115353441)
(1.0,0.6097775915527359)
(1.0,0.6040194170912274)
(1.0,0.5985909220641991)
(1.0,0.6067360636227298)
(1.0,0.6103139302210882)
(1.0,0.5994600933084353)
(1.0,0.6108567628435381)
(1.0,0.6153630691252271)
(1.0,0.6096913275976372)
(0.0,0.5963819516448134)
(1.0,0.6215387624058111)
(1.0,0.6014155207679315)
(1.0,0.62057296622269)
(1.0,0.5958286846576496)
(1.0,0.5977830680727741)
(1.0,0.5984014753844029)
(1.0,0.5983750991276139)
(1.0,0.5919903541039981)
(1.0,0.6010615794015932)
(1.0,0.5988342544605607)
(0.0,0.6007611629393576)
(1.0,0.6201827898990676)
(1.0,0.6024743559030941)
(1.0,0.6223212157538432)
(1.0,0.6014955353376608)
(1.0,0.5993015258099567)
(1.0,0.6207073778065263)
(1.0,0.5872293055228643)
(1.0,0.5937129136632429)
(1.0,0.5954363322749239)
(1.0,0.615905340640438)
(1.0,0.5872906295674484)
(1.0,0.5960146360229331)
(1.0,0.5912601877191532)
(1.0,0.615936756141755)
(1.0,0.6149504691716926)
(1.0,0.6210564516248359)
(1.0,0.6311162596060511)
(1.0,0.6271175350422706)
(0.0,0.6236929167905291)
(0.0,0.6168561468817603)
(1.0,0.6234799103069548)
(1.0,0.6246744385870024)
(1.0,0.6213159819449638)
(1.0,0.621358740453688)
(1.0,0.6198202997438975)
(1.0,0.6243402703998897)
(1.0,0.6248103144406493)
(1.0,0.6248759338692167)
(1.0,0.6260708227187854)
(0.0,0.6161826106680913)
(1.0,0.6230978870369354)
(1.0,0.6239970330281549)
(1.0,0.620642116656605)
(1.0,0.6276579865473089)
(1.0,0.624579131144269)
(1.0,0.6182570736378646)
(1.0,0.6242102329279595)
(1.0,0.6232298814280168)
(1.0,0.626245418362791)
(0.0,0.6202365124892466)
(1.0,0.6234934851671794)
(1.0,0.6236787963174156)
(1.0,0.627082907397789)
(1.0,0.6329793040873202)
(1.0,0.6297544164603146)
(1.0,0.6308532673979901)
(0.0,0.6283677984776664)
(1.0,0.6165387733182824)
(1.0,0.6261616543603922)
(1.0,0.6303885984007189)
(1.0,0.6232492646715997)
(1.0,0.6240005303913199)
(1.0,0.6276162999945344)
(1.0,0.6213502029155672)
(1.0,0.6234943893604227)
(1.0,0.6280604827110361)
(1.0,0.636491716083519)
(1.0,0.6236207604257129)
(1.0,0.6272184090434006)
(1.0,0.6349297311921833)
(1.0,0.6288209133496336)
(1.0,0.6147928617983157)
(1.0,0.6210414568016401)
(1.0,0.6236583889118498)
(1.0,0.6272017163965947)
(1.0,0.6281660198676431)
(1.0,0.620442705421056)
(1.0,0.6275648982240326)
(1.0,0.6297404618581459)
(1.0,0.6213521660206448)
(1.0,0.6273248873795161)
(1.0,0.6304686655449668)
(1.0,0.6281591134208218)
(1.0,0.6224583421055445)
(1.0,0.6305228590570724)
(1.0,0.6378885432699437)
(1.0,0.5907524776624793)
(0.0,0.5961317035747011)
(1.0,0.5984546426389409)
(1.0,0.6203463292437206)
(0.0,0.5921827316489785)
(1.0,0.5976707984791712)
(1.0,0.5996309924008353)
(1.0,0.5973608126738812)
(1.0,0.6020185667334687)
(1.0,0.5991838121191128)
(1.0,0.6008474876165669)
(1.0,0.5945782510406583)
(1.0,0.592407985978534)
(1.0,0.5964191079703003)
(1.0,0.5958988442796149)
(1.0,0.591760362444163)
(1.0,0.5940080016950108)
(1.0,0.621549109851661)
(1.0,0.5930639884682376)
(1.0,0.6011248551936372)
(1.0,0.602870879992308)
(1.0,0.5561099741571851)
(0.0,0.5554296880781903)
(0.0,0.5553831611692649)
(0.0,0.5553501164896304)
(1.0,0.5553244738182339)
(0.0,0.5553035895807049)
(0.0,0.5552858776324209)
(0.0,0.5552705449010704)
(1.0,0.5552570626717795)
(0.0,0.555234327932191)
(0.0,0.555223753634708)
(1.0,0.5552158229115957)
(1.0,0.5551708821472927)
(0.0,0.5568196738852629)
(1.0,0.5681957697413227)
(1.0,0.564873488498626)
(1.0,0.5636128317010344)
(1.0,0.5636128317010344)
(0.0,0.5686276009858396)
(1.0,0.5656720468978471)
(1.0,0.5661638078031391)
(1.0,0.5653636509475977)
(1.0,0.5623639127168828)
(1.0,0.5623639127168828)
(1.0,0.5623639127168828)
(1.0,0.5623639127168828)
(1.0,0.5673870815012892)
(1.0,0.6108502863516404)
(1.0,0.6068156835344105)
(1.0,0.6429040909802808)
(1.0,0.6372240173159404)
(0.0,0.6601505112778324)
(0.0,0.6794453875794253)
(1.0,0.6123438091150366)
(1.0,0.6151851316909005)
(1.0,0.6461143668557459)
(0.0,0.7066389506006837)
(1.0,0.6130397670283967)
(1.0,0.6182648611754157)
(1.0,0.6513693680126336)
(1.0,0.6777446026456817)
(0.0,0.6883389926150454)
(1.0,0.6719115416775294)
(1.0,0.6616853352647946)
(1.0,0.6455351705772506)
(1.0,0.6334148132714887)
(0.0,0.671982934694452)
(1.0,0.6881439056174449)
(1.0,0.7114358370758607)
(1.0,0.6122589294126259)
(1.0,0.6674137068418807)
(1.0,0.6804893656593528)
(1.0,0.6934529119605881)
(1.0,0.609832784166078)
(1.0,0.650639944841832)
(1.0,0.6443248002802815)
(1.0,0.6357212213983935)
(1.0,0.6903530097878945)
(1.0,0.7097085729570299)
(1.0,0.6107355654285823)
(1.0,0.6134909134354436)
(1.0,0.6608381385419074)
(1.0,0.6338290000120292)
(1.0,0.6763753227090286)
(1.0,0.6086030880852897)
(1.0,0.6113584360921511)
(1.0,0.6114444106611537)
(1.0,0.6633114455774396)
(1.0,0.6435331459288905)
(1.0,0.6342177002132607)
(1.0,0.6502144371546885)
(1.0,0.679495580933456)
(1.0,0.5833929830799209)
(1.0,0.5829976618086714)
(1.0,0.588738261136376)
(1.0,0.6299972069745896)
(1.0,0.6276425257681484)
(1.0,0.6610904169453092)
(0.0,0.6604537003015853)
(1.0,0.585423928056643)
(1.0,0.6270720254604334)
(1.0,0.6465159531869396)
(1.0,0.6472303658228599)
(1.0,0.6629548458612371)
(1.0,0.6355687960836607)
(1.0,0.635304326126825)
(1.0,0.6275279519982642)
(1.0,0.628643970996)
(1.0,0.6278565063485647)
(1.0,0.6399078110284053)
(0.0,0.7267031051209559)
(0.0,0.6950731288962162)
(1.0,0.6520790723886666)
(1.0,0.6600098626015262)
(1.0,0.643181914624695)
(1.0,0.6390850340509115)
(1.0,0.6418280275197599)
(0.0,0.6379980027570074)
(0.0,0.6308799913755332)
(0.0,0.6377296726022383)
(0.0,0.6346475010797599)
(0.0,0.6323929981481372)
(0.0,0.6339237617453155)
(0.0,0.6472416703615516)
(0.0,0.6510286797101451)
(1.0,0.6871234446244933)
(1.0,0.6478943283999341)
(0.0,0.7033276733619589)
(1.0,0.7133755010955354)
(1.0,0.7279444856768934)
(1.0,0.7089912846960231)
(1.0,0.6498401192845402)
(1.0,0.6506422754109293)
(1.0,0.6387046411939957)
(1.0,0.6505965851971763)
(1.0,0.6493296639069146)
(0.0,0.6550109584482637)
(1.0,0.6577748352004793)
(1.0,0.6310580017397862)
(1.0,0.6288491160199063)
(1.0,0.6285846460630706)
(1.0,0.6331238669475623)
(1.0,0.6415052417688907)
(1.0,0.6862346748110907)
(0.0,0.6988811560974055)
(0.0,0.7028513259814322)
(0.0,0.6450444784782973)
(1.0,0.6422679953993038)
(1.0,0.6321250688733605)
(1.0,0.6659152962964983)
(0.0,0.6401079955324817)
(1.0,0.6438266469321621)
(1.0,0.649012539597038)
(1.0,0.6866530283810031)
(1.0,0.628708593449905)
(1.0,0.6314639414567663)
(1.0,0.632372991196721)
(1.0,0.6341036179619279)
(1.0,0.630164105476841)
(1.0,0.6298996355200053)
(1.0,0.6804727913675062)
(1.0,0.6991360755384649)
(1.0,0.701045513065633)
(1.0,0.699642711289927)
(0.0,0.7031106198735126)
(0.0,0.7091830544117392)
(1.0,0.7186015543377535)
(0.0,0.7246321436978067)
(0.0,0.6472317651103237)
(1.0,0.6316166467156921)
(0.0,0.6449730508778323)
(1.0,0.6328261188173386)
(1.0,0.633611744578185)
(1.0,0.6469345215158819)
(1.0,0.6340008729597125)
(1.0,0.6351919150298129)
(1.0,0.6398725038950307)
(1.0,0.6483013686336547)
(1.0,0.6897748692155502)
(1.0,0.6976285151489704)
(1.0,0.70632246896971)
(0.0,0.7087833572177746)
(1.0,0.7149576039338058)
(1.0,0.6758632962032844)
(1.0,0.6448944699464373)
(0.0,0.6335385037677062)
(1.0,0.6469565549195768)
(1.0,0.6393726052080193)
(1.0,0.6389801951267313)
(1.0,0.652741877872562)
(1.0,0.6417231885955796)
(1.0,0.6570212164032811)
(1.0,0.6352084972506487)
(1.0,0.6380498198265125)
(1.0,0.64129647816879)
(1.0,0.6367063751267311)
(1.0,0.6549363888100059)
(1.0,0.6603184356346474)
(1.0,0.698735998752476)
(1.0,0.7051547013268242)
(0.0,0.7115536812701895)
(1.0,0.7264100257020124)
(1.0,0.6792945659280225)
(1.0,0.6547909287437284)
(0.0,0.6342944364290342)
(1.0,0.631567417835078)
(1.0,0.6406038486317932)
(1.0,0.6402114385505051)
(1.0,0.6529432091424663)
(1.0,0.7020918046257593)
(1.0,0.630927181485661)
(1.0,0.6336825294925222)
(1.0,0.6337685040615249)
(1.0,0.6347978344049265)
(1.0,0.6831571114852371)
(1.0,0.7025974550739892)
(1.0,0.6908332526249786)
(1.0,0.7108547169061279)
(1.0,0.7230049018581616)
(0.0,0.7284297159757905)
(1.0,0.6747685243113621)
(1.0,0.6331756901534842)
(1.0,0.6361977133699359)
(1.0,0.6358053032886479)
(1.0,0.6336677691090453)
(1.0,0.6488004173654893)
(1.0,0.6685826646091253)
(1.0,0.6943439101706617)
(0.0,0.7258909151692663)
(1.0,0.49533414564878814)
(0.0,0.4856825442186623)
(0.0,0.48987600265404374)
(0.0,0.6205127138226958)
(1.0,0.7088022940925062)
(1.0,0.7204463675622457)
(0.0,0.7219433146999729)
(1.0,0.7278046594249729)
(1.0,0.7255229184562806)
(0.0,0.7223681480115602)
(0.0,0.6834223184879442)
(1.0,0.6692248887711274)
(0.0,0.5490868522784047)
(0.0,0.47427865890297705)
(1.0,0.7086809002117623)
(0.0,0.7071037970921876)
(0.0,0.72218472804079)
(0.0,0.727683265544229)
(0.0,0.7015126052088676)
(0.0,0.7158785474978878)
(0.0,0.7222467541308164)
(0.0,0.5550892270786729)
(0.0,0.5061505407154843)
(0.0,0.4783821005382563)
(1.0,0.7102717091324728)
(1.0,0.7219078718989362)
(0.0,0.7191542856138264)
(0.0,0.7366325266961881)
(1.0,0.7222185797681265)
(1.0,0.7317453577540527)
(0.0,0.7230350680130704)
(1.0,0.6450271530235089)
(0.0,0.552530302470773)
(1.0,0.47697471047444145)
(0.0,0.617493396423684)
(0.0,0.726762282817831)
(0.0,0.7274416335009279)
(0.0,0.7326286209104012)
(0.0,0.7232946545889262)
(0.0,0.7047541913552051)
(1.0,0.7205151195886218)
(0.0,0.729558362735883)
(0.0,0.7275006113383482)
(0.0,0.7216897008230657)
(1.0,0.6479705262059264)
(0.0,0.5360048519065461)
(0.0,0.5740164563386987)
(1.0,0.7084143770975998)
(1.0,0.7216355536869139)
(0.0,0.7289938455496411)
(1.0,0.7299426790748439)
(1.0,0.7267121045809488)
(1.0,0.7314730571197838)
(0.0,0.7235573341362286)
(1.0,0.6682615711912832)
(1.0,0.615775015966322)
(1.0,0.6046038616865017)
(0.0,0.5761487809517396)
(0.0,0.49021619003827427)
(0.0,0.7232388865222565)
(0.0,0.7287374240256956)
(0.0,0.7256722417519229)
(0.0,0.7179163757664743)
(1.0,0.4833385053339914)
(0.0,0.5693841972498929)
(1.0,0.7112001783540216)
(0.0,0.709623075234447)
(1.0,0.7228442518237612)
(0.0,0.7247040061830493)
(1.0,0.7302025436864883)
(1.0,0.7311513772116911)
(1.0,0.7279208027177961)
(0.0,0.7247660322730758)
(0.0,0.719381495427267)
(0.0,0.5366364344327551)
(0.0,0.5001353015981166)
(1.0,0.5705490102329805)
(0.0,0.5860195582753223)
(1.0,0.6695255836377791)
(1.0,0.7041475627776199)
(0.0,0.7157916362473594)
(0.0,0.7172885833850866)
(1.0,0.7240987616352894)
(1.0,0.718400717516629)
(0.0,0.717713416696674)
(0.0,0.7123288798508653)
(1.0,0.6752658406503022)
(1.0,0.6614764449075501)
(0.0,0.46209174162265315)
(1.0,0.714956958039713)
(0.0,0.7297205011265876)
(0.0,0.7355308612443031)
(0.0,0.7261936008137766)
(1.0,0.7365292658350716)
(1.0,0.738009673917954)
(0.0,0.7300954377619406)
(1.0,0.6735811914450742)
(0.0,0.5387517438814461)
(0.0,0.5024553386975076)
(1.0,0.7058971074761371)
(0.0,0.7043200043565625)
(0.0,0.7185869337912991)
(0.0,0.7151133118442946)
(1.0,0.7261964914790632)
(1.0,0.6764797453453386)
(0.0,0.5278356228687944)
(0.0,0.49133557655641663)
(0.0,0.455544324797107)
(1.0,0.6473189683597287)
(1.0,0.7103226719555434)
(1.0,0.7087455688359688)
(0.0,0.7234636925630101)
(0.0,0.7238264997845711)
(0.0,0.7293250372880101)
(1.0,0.7302738708132129)
(1.0,0.7245758266945526)
(1.0,0.7270432963193179)
(0.0,0.7262598550142374)
(0.0,0.6807044448234396)
(0.0,0.5304840453163728)
(1.0,0.49402383460539423)
(0.0,0.4658590338552275)
(0.0,0.458469268708462)
(0.0,0.5421660395059472)
(1.0,0.6491765785786685)
(1.0,0.7141616552609321)
(1.0,0.7125845521413574)
(0.0,0.7273026758683988)
(0.0,0.7331640205933988)
(1.0,0.7238243930997045)
(1.0,0.7150642360114956)
(1.0,0.6720900897752211)
(1.0,0.496807841367202)
(1.0,0.650464566666948)
(0.0,0.7120786422397168)
(1.0,0.7252998188290309)
(1.0,0.7267967659667581)
(1.0,0.7336069442169609)
(1.0,0.7303763697230659)
(1.0,0.7295929284179854)
(1.0,0.7272215992783456)
(1.0,0.7218370624325369)
(1.0,0.5777604912407598)
(0.0,0.5109438457984885)
(0.0,0.48693150572366)
(1.0,0.4602198772968388)
(1.0,0.4662249858451652)
(1.0,0.6258934591117675)
(1.0,0.7181525636969983)
(1.0,0.7165754605774237)
(1.0,0.737154929029465)
(1.0,0.7278153015357707)
(1.0,0.7348731880607728)
(1.0,0.7340897467556924)
(1.0,0.7317184176160525)
(1.0,0.6879317415609786)
(1.0,0.7134288517559367)
(1.0,0.6955790561029288)
(1.0,0.729926788904647)
(0.0,0.7269952109835265)
(1.0,0.7284948093830845)
(1.0,0.729310288763416)
(1.0,0.7343670653049723)
(1.0,0.725019219619249)
(1.0,0.7325270852981627)
(1.0,0.7312943442942069)
(1.0,0.7239877780076336)
(0.0,0.6857239434250642)
(0.0,0.5124241031540108)
(0.0,0.5411490569149173)
(1.0,0.5740049523676)
(1.0,0.71648079686273)
(1.0,0.7354831621951967)
(1.0,0.7261435347015024)
(1.0,0.7364319957203995)
(1.0,0.7300466507817842)
(1.0,0.46891972197473314)
(1.0,0.5745226411399648)
(1.0,0.6695410431804107)
(1.0,0.7197834180655983)
(1.0,0.7182063149460236)
(1.0,0.733287245894626)
(1.0,0.738785783398065)
(1.0,0.7294461559043707)
(1.0,0.7397346169232678)
(0.0,0.7340365728046074)
(1.0,0.7412649949682076)
(1.0,0.7279647351388436)
(1.0,0.7362753860145106)
(1.0,0.7391102169605165)
(1.0,0.7274822840954223)
(1.0,0.7180288522434579)
(0.0,0.7164517491238833)
(1.0,0.7311698728509246)
(1.0,0.7315326800724856)
(1.0,0.7347494766072323)
(1.0,0.7395104291460672)
(1.0,0.7315947061625121)
(1.0,0.7262101693167033)
(1.0,0.6871384801030871)
(1.0,0.5801564986347727)
(1.0,0.5431225889458354)
(1.0,0.5760459772415796)
(1.0,0.591595311721982)
(1.0,0.6764625543018717)
(1.0,0.7176298323090874)
(1.0,0.7327107632576897)
(1.0,0.7382093007611287)
(1.0,0.7288696732674343)
(0.0,0.7391581342863315)
(1.0,0.7406885123312713)
(0.0,0.735144118487356)
(0.0,0.6881826532874209)
(0.0,0.7072667901401661)
(1.0,0.70733372356737)
(1.0,0.708758909119002)
(1.0,0.7130303027584872)
(1.0,0.7417902073750907)
(1.0,0.7305081912288349)
(1.0,0.7363695359538349)
(1.0,0.7340877949851426)
(1.0,0.7388487475239776)
(1.0,0.7309330245404223)
(1.0,0.7255484876946137)
(0.0,0.686208978479257)
(1.0,0.48812399181953453)
(1.0,0.6757678069959846)
(1.0,0.7269415386876567)
(1.0,0.7288012930469449)
(1.0,0.7342998305503838)
(1.0,0.7249602030566895)
(1.0,0.7352486640755866)
(1.0,0.7295506199569263)
(1.0,0.7320180895816916)
(1.0,0.7288633191369712)
(1.0,0.7234787822911626)
(1.0,0.6840053630749356)
(1.0,0.7070956287200204)
(1.0,0.7383175355502148)
(1.0,0.7134207926498025)
(1.0,0.7261084170299771)
(1.0,0.7321012088885731)
(1.0,0.7222687542363717)
(1.0,0.7330500424137759)
(1.0,0.7276673876425314)
(1.0,0.7261699041580953)
(0.0,0.6816728314122548)
(1.0,0.7024625912520618)
(1.0,0.7051908115657801)
(1.0,0.7089126333025206)
(1.0,0.7363789988874728)
(1.0,0.7296321931042401)
(1.0,0.7184310022840522)
(1.0,0.7315720228915189)
(1.0,0.7319348301130799)
(1.0,0.7383822011417217)
(1.0,0.7319968562031064)
(0.0,0.6868710801393304)
(1.0,0.7295028309559377)
(1.0,0.7309997780936648)
(0.0,0.7368611228186648)
(1.0,0.7378099563438676)
(1.0,0.7321119122252072)
(1.0,0.7393403343888074)
(1.0,0.7314246114052523)
(1.0,0.7260400745594435)
(1.0,0.7284233710687852)
(1.0,0.7087969571037166)
(1.0,0.7115753923298472)
(1.0,0.7289315889519874)
(1.0,0.7199431310412016)
(1.0,0.7334469588702293)
(1.0,0.7341962857802107)
(0.0,0.736663755404976)
(1.0,0.5133179546237515)
(1.0,0.6322081322640202)
(1.0,0.7288438506288465)
(1.0,0.7307036049881347)
(1.0,0.7263682771599743)
(1.0,0.7339204015228814)
(1.0,0.7386813540617163)
(1.0,0.730269427081698)
(1.0,0.5768637579121378)
(1.0,0.6534571242867582)
(1.0,0.7361693655232787)
(1.0,0.7368752080967292)
(1.0,0.7420271315103231)
(1.0,0.7426333732302741)
(1.0,0.7369353291116137)
(1.0,0.739402798736379)
(1.0,0.7393079415970816)
(1.0,0.7362480282916587)
(1.0,0.73086349144585)
(0.0,0.6907205222252721)
(0.0,0.582782059136933)
(1.0,0.46529922352392356)
(1.0,0.6731086832441215)
(1.0,0.7172405050523467)
(0.0,0.7156634019327721)
(1.0,0.7303815256598134)
(1.0,0.7307443328813744)
(1.0,0.7362428703848134)
(1.0,0.7269032428911191)
(1.0,0.7371917039100162)
(1.0,0.7314936597913558)
(1.0,0.7339611294161212)
(1.0,0.7331776881110408)
(1.0,0.7254218221255921)
(1.0,0.7284321808418894)
(1.0,0.7086166607513605)
(1.0,0.7113950959774911)
(1.0,0.7434817980557675)
(0.0,0.7168533668564221)
(1.0,0.7374364227053135)
(1.0,0.7272893559868004)
(1.0,0.7326820970485859)
(1.0,0.7343590915146117)
(1.0,0.7390972345219557)
(1.0,0.7319956218112442)
(1.0,0.726609086751422)
(0.0,0.6859629515016861)
(0.0,0.5773253175004683)
(1.0,0.5099853202605642)
(1.0,0.48619580219797104)
(1.0,0.45945760305174815)
(1.0,0.7180758723001662)
(1.0,0.7297199457699057)
(0.0,0.7315210722255229)
(1.0,0.7318866840094885)
(1.0,0.7370782376326329)
(1.0,0.7277386101389386)
(1.0,0.7323290270391754)
(1.0,0.7262571893734115)
(1.0,0.5764477030931227)
(0.0,0.4857847268744296)
(1.0,0.6276781038286389)
(1.0,0.7331450321551456)
(1.0,0.7395924031837873)
(1.0,0.736665770123555)
(1.0,0.733207058245172)
(1.0,0.7658224681996219)
(1.0,0.7355897584768786)
(1.0,0.7178077736585899)
(1.0,0.7162306705390153)
(1.0,0.7313116014876178)
(1.0,0.7368101389910566)
(1.0,0.7345283980223645)
(1.0,0.7313736275776441)
(0.0,0.6853774365082118)
(1.0,0.5756521161797561)
(1.0,0.5423720311868886)
(1.0,0.5752954194826327)
(1.0,0.7352146587132327)
(1.0,0.738109971337143)
(1.0,0.7402912096072676)
(0.0,0.6908189496517619)
(1.0,0.4639882391807974)
(1.0,0.72601063896474)
(1.0,0.7279514279984913)
(1.0,0.7283142352200522)
(1.0,0.7351086016303126)
(1.0,0.731531031754799)
(1.0,0.736291984293634)
(1.0,0.7307475904497186)
(0.0,0.6821792052393412)
(1.0,0.7079192717610574)
(1.0,0.7304246627757304)
(1.0,0.7154521871868621)
(1.0,0.7286733637761763)
(0.0,0.7301703109139035)
(1.0,0.7305331181354644)
(1.0,0.7360316556389035)
(1.0,0.7266920281452092)
(1.0,0.7369804891641063)
(1.0,0.7312824450454458)
(1.0,0.7305951442254909)
(1.0,0.7252106073796821)
(0.0,0.6843311331543181)
(1.0,0.7302091654319149)
(1.0,0.7132473009037423)
(1.0,0.7402043059172254)
(1.0,0.7160614158780817)
(1.0,0.7350637812105484)
(1.0,0.7257241537168541)
(1.0,0.7303145706170908)
(1.0,0.7327820402418561)
(1.0,0.7375429927806911)
(1.0,0.7650495898244417)
(1.0,0.7399604659592269)
(1.0,0.7300509325914957)
(1.0,0.7304047805154016)
(1.0,0.7307675877369626)
(1.0,0.7269264977467073)
(1.0,0.731516914646944)
(1.0,0.7339843842717093)
(1.0,0.7387453368105442)
(1.0,0.730829613826989)
(0.0,0.6844316927549461)
(1.0,0.7127411018829984)
(1.0,0.7125752038283031)
(1.0,0.7139571512269415)
(1.0,0.7417124785216977)
(1.0,0.7177969278880865)
(1.0,0.7383763963401279)
(1.0,0.7393252298653307)
(1.0,0.6864750088542373)
(1.0,0.7142212825548481)
(1.0,0.716885831991744)
(1.0,0.7443871583417636)
(1.0,0.6817854615561015)
(1.0,0.6965035852831428)
(1.0,0.6968663925047038)
(1.0,0.704930793182809)
(1.0,0.7032037298335013)
(1.0,0.7048441415782856)
(1.0,0.6992997477343701)
(0.0,0.6640022123229782)
(0.0,0.5402931315207141)
(0.0,0.4720406516185997)
(0.0,0.4391374003731945)
(0.0,0.44708268654628647)
(0.0,0.5399687543569162)
(0.0,0.4471010281512956)
(1.0,0.6946685627582597)
(0.0,0.7066473150347476)
(1.0,0.7081330700810595)
(1.0,0.7140025946674172)
(1.0,0.7046634314422311)
(1.0,0.7117224246539767)
(1.0,0.7164814073410682)
(1.0,0.702849879831505)
(0.0,0.6619618344535083)
(0.0,0.4872621995366634)
(1.0,0.43685345764545447)
(0.0,0.7052052948361573)
(0.0,0.683626430460067)
